holding_years,point_pattern,max_signal_score,buy_signal_threshold,score,sp500_point,vix_point,signal_count,total_return_avg,total_return_median,total_return_min,total_return_max
3,S_F__V_D,100,10,100,1,100,304,0.4786549295006607,0.4690073315075334,-0.05325312645746094,1.037850258346066
3,S_F__V_E,100,10,80,1,80,218,0.39837092576584543,0.463989426048965,-0.18618956245178508,0.9255232310942367
3,S_F__V_E,100,10,100,1,100,304,0.4786549295006607,0.4690073315075334,-0.05325312645746094,1.037850258346066
10,S_A__V_A,10000,1000,1050,30,35,101,0.8355576710761117,0.9111354110163441,-0.22501129444030066,2.7026819012424954
10,S_A__V_A,10000,1000,1500,30,50,122,1.189970134164,1.0246844836559652,-0.22257367673810935,2.874028457870656
10,S_A__V_A,10000,1000,1750,50,35,177,0.48116876031955,0.23985080184577412,0.0020256766401918203,1.8779549719013389
10,S_A__V_A,10000,1000,2400,30,80,41,2.1445433427916445,2.6686696220201194,-0.1614692603124499,2.941735789562806
10,S_A__V_A,10000,1000,2500,50,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_A__V_A,10000,1000,2800,80,35,66,0.30316964136236574,0.08154082463825785,-0.07052479388472743,1.8540693890154114
10,S_A__V_A,10000,1000,3000,30,100,31,2.4595329188206025,2.7318642265438164,1.7108001072011039,2.9254136851200236
10,S_A__V_A,10000,1000,3500,100,35,4,2.0916213752102433,2.080986200812311,2.075780399958066,2.1287326992582853
10,S_A__V_A,10000,1000,4000,50,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_A__V_A,10000,1000,4000,80,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_A__V_A,10000,1000,5000,50,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_A__V_A,10000,1000,5000,100,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_A__V_A,10000,1000,6400,80,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_A__V_A,10000,1000,8000,80,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_A__V_A,10000,1000,8000,100,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_A__V_A,10000,1000,10000,100,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_A__V_B,10000,1000,1500,30,50,122,1.189970134164,1.0246844836559652,-0.22257367673810935,2.874028457870656
10,S_A__V_B,10000,1000,2400,30,80,41,2.1445433427916445,2.6686696220201194,-0.1614692603124499,2.941735789562806
10,S_A__V_B,10000,1000,2500,50,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_A__V_B,10000,1000,3000,30,100,31,2.4595329188206025,2.7318642265438164,1.7108001072011039,2.9254136851200236
10,S_A__V_B,10000,1000,4000,50,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_A__V_B,10000,1000,4000,80,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_A__V_B,10000,1000,5000,50,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_A__V_B,10000,1000,5000,100,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_A__V_B,10000,1000,6400,80,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_A__V_B,10000,1000,8000,80,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_A__V_B,10000,1000,8000,100,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_A__V_B,10000,1000,10000,100,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_A__V_C,10000,1000,1500,50,30,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_A__V_C,10000,1000,2100,30,70,41,2.1445433427916445,2.6686696220201194,-0.1614692603124499,2.941735789562806
10,S_A__V_C,10000,1000,2400,80,30,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_A__V_C,10000,1000,3000,30,100,31,2.4595329188206025,2.7318642265438164,1.7108001072011039,2.9254136851200236
10,S_A__V_C,10000,1000,3000,100,30,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_A__V_C,10000,1000,3500,50,70,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_A__V_C,10000,1000,5000,50,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_A__V_C,10000,1000,5600,80,70,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_A__V_C,10000,1000,7000,100,70,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_A__V_C,10000,1000,8000,80,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_A__V_C,10000,1000,10000,100,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_A__V_D,10000,1000,1500,30,50,41,2.1445433427916445,2.6686696220201194,-0.1614692603124499,2.941735789562806
10,S_A__V_D,10000,1000,2500,50,50,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_A__V_D,10000,1000,3000,30,100,31,2.4595329188206025,2.7318642265438164,1.7108001072011039,2.9254136851200236
10,S_A__V_D,10000,1000,4000,80,50,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_A__V_D,10000,1000,5000,50,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_A__V_D,10000,1000,5000,100,50,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_A__V_D,10000,1000,8000,80,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_A__V_D,10000,1000,10000,100,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_A__V_E,10000,1000,2400,30,80,41,2.1445433427916445,2.6686696220201194,-0.1614692603124499,2.941735789562806
10,S_A__V_E,10000,1000,3000,30,100,31,2.4595329188206025,2.7318642265438164,1.7108001072011039,2.9254136851200236
10,S_A__V_E,10000,1000,4000,50,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_A__V_E,10000,1000,5000,50,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_A__V_E,10000,1000,6400,80,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_A__V_E,10000,1000,8000,80,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_A__V_E,10000,1000,8000,100,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_A__V_E,10000,1000,10000,100,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_B__V_A,6000,600,700,20,35,177,0.48116876031955,0.23985080184577412,0.0020256766401918203,1.8779549719013389
10,S_B__V_A,6000,600,1000,20,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_B__V_A,6000,600,1400,40,35,66,0.30316964136236574,0.08154082463825785,-0.07052479388472743,1.8540693890154114
10,S_B__V_A,6000,600,1600,20,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_B__V_A,6000,600,2000,20,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_B__V_A,6000,600,2000,40,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_B__V_A,6000,600,2100,60,35,4,2.0916213752102433,2.080986200812311,2.075780399958066,2.1287326992582853
10,S_B__V_A,6000,600,3000,60,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_B__V_A,6000,600,3200,40,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_B__V_A,6000,600,4000,40,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_B__V_A,6000,600,4800,60,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_B__V_A,6000,600,6000,60,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_B__V_B,6000,600,1000,20,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_B__V_B,6000,600,1600,20,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_B__V_B,6000,600,2000,20,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_B__V_B,6000,600,2000,40,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_B__V_B,6000,600,3000,60,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_B__V_B,6000,600,3200,40,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_B__V_B,6000,600,4000,40,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_B__V_B,6000,600,4800,60,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_B__V_B,6000,600,6000,60,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_B__V_C,6000,600,600,20,30,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_B__V_C,6000,600,1200,40,30,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_B__V_C,6000,600,1400,20,70,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_B__V_C,6000,600,1800,60,30,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_B__V_C,6000,600,2000,20,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_B__V_C,6000,600,2800,40,70,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_B__V_C,6000,600,4000,40,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_B__V_C,6000,600,4200,60,70,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_B__V_C,6000,600,6000,60,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_B__V_D,6000,600,1000,20,50,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_B__V_D,6000,600,2000,20,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_B__V_D,6000,600,2000,40,50,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_B__V_D,6000,600,3000,60,50,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_B__V_D,6000,600,4000,40,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_B__V_D,6000,600,6000,60,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_B__V_E,6000,600,1600,20,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_B__V_E,6000,600,2000,20,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_B__V_E,6000,600,3200,40,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_B__V_E,6000,600,4000,40,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_B__V_E,6000,600,4800,60,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_B__V_E,6000,600,6000,60,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_C__V_A,4000,400,500,10,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_C__V_A,4000,400,800,10,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_C__V_A,4000,400,875,25,35,66,0.30316964136236574,0.08154082463825785,-0.07052479388472743,1.8540693890154114
10,S_C__V_A,4000,400,1000,10,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_C__V_A,4000,400,1250,25,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_C__V_A,4000,400,1400,40,35,4,2.0916213752102433,2.080986200812311,2.075780399958066,2.1287326992582853
10,S_C__V_A,4000,400,2000,25,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_C__V_A,4000,400,2000,40,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_C__V_A,4000,400,2500,25,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_C__V_A,4000,400,3200,40,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_C__V_A,4000,400,4000,40,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_C__V_B,4000,400,500,10,50,90,0.47931881222556805,0.14582914434265504,-0.08299691749786808,1.904680062309561
10,S_C__V_B,4000,400,800,10,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_C__V_B,4000,400,1000,10,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_C__V_B,4000,400,1250,25,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_C__V_B,4000,400,2000,25,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_C__V_B,4000,400,2000,40,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_C__V_B,4000,400,2500,25,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_C__V_B,4000,400,3200,40,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_C__V_B,4000,400,4000,40,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_C__V_C,4000,400,700,10,70,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_C__V_C,4000,400,750,25,30,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_C__V_C,4000,400,1000,10,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_C__V_C,4000,400,1200,40,30,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_C__V_C,4000,400,1750,25,70,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_C__V_C,4000,400,2500,25,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_C__V_C,4000,400,2800,40,70,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_C__V_C,4000,400,4000,40,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_C__V_D,4000,400,500,10,50,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_C__V_D,4000,400,1000,10,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_C__V_D,4000,400,1250,25,50,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_C__V_D,4000,400,2000,40,50,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_C__V_D,4000,400,2500,25,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_C__V_D,4000,400,4000,40,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_C__V_E,4000,400,800,10,80,15,1.0310904912279402,1.0386551405862465,-0.1022091390048524,3.037476684769681
10,S_C__V_E,4000,400,1000,10,100,23,2.675465765813201,2.8448294332422113,1.1251135623982886,2.9859852994672256
10,S_C__V_E,4000,400,2000,25,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_C__V_E,4000,400,2500,25,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_C__V_E,4000,400,3200,40,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_C__V_E,4000,400,4000,40,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_D__V_A,3000,300,1050,30,35,247,0.4596864469931881,0.2196977433769003,-0.07052479388472743,2.1287326992582853
10,S_D__V_A,3000,300,1500,30,50,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_D__V_A,3000,300,2400,30,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_D__V_A,3000,300,3000,30,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_D__V_B,3000,300,1500,30,50,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_D__V_B,3000,300,2400,30,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_D__V_B,3000,300,3000,30,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_D__V_C,3000,300,900,30,30,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_D__V_C,3000,300,2100,30,70,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_D__V_C,3000,300,3000,30,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_D__V_D,3000,300,1500,30,50,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_D__V_D,3000,300,3000,30,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_D__V_E,3000,300,2400,30,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_D__V_E,3000,300,3000,30,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_E__V_A,5000,500,1050,30,35,66,0.30316964136236574,0.08154082463825785,-0.07052479388472743,1.8540693890154114
10,S_E__V_A,5000,500,1500,30,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_E__V_A,5000,500,1750,50,35,4,2.0916213752102433,2.080986200812311,2.075780399958066,2.1287326992582853
10,S_E__V_A,5000,500,2400,30,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_E__V_A,5000,500,2500,50,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_E__V_A,5000,500,3000,30,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_E__V_A,5000,500,4000,50,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_E__V_A,5000,500,5000,50,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_E__V_B,5000,500,1500,30,50,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_E__V_B,5000,500,2400,30,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_E__V_B,5000,500,2500,50,50,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_E__V_B,5000,500,3000,30,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_E__V_B,5000,500,4000,50,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_E__V_B,5000,500,5000,50,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_E__V_C,5000,500,900,30,30,113,0.8774781761656365,0.6087697840702564,0.055356384120525126,2.0536406705250823
10,S_E__V_C,5000,500,1500,50,30,32,1.546164111276767,2.0908861269923724,0.028509939183565924,2.3453194491588083
10,S_E__V_C,5000,500,2100,30,70,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_E__V_C,5000,500,3000,30,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_E__V_C,5000,500,3500,50,70,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_E__V_C,5000,500,5000,50,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_E__V_D,5000,500,1500,30,50,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_E__V_D,5000,500,2500,50,50,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_E__V_D,5000,500,3000,30,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_E__V_D,5000,500,5000,50,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_E__V_E,5000,500,2400,30,80,58,0.4849262248689663,0.5202423931839987,0.05244795614858777,1.4220677178612813
10,S_E__V_E,5000,500,3000,30,100,23,0.6951858617521406,0.5768852659770318,0.09413774678991804,1.4617960899660072
10,S_E__V_E,5000,500,4000,50,80,97,1.1359217135065398,0.8192216492991098,0.025133314465948686,2.404581861312252
10,S_E__V_E,5000,500,5000,50,100,211,1.7368949348085707,1.9871720278689868,0.11491149621562635,3.1140820485394256
10,S_F__V_A,100,10,35,1,35,247,0.4596864469931881,0.2196977433769003,-0.07052479388472743,2.1287326992582853
10,S_F__V_A,100,10,50,1,50,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_F__V_A,100,10,80,1,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_F__V_A,100,10,100,1,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_F__V_B,100,10,50,1,50,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_F__V_B,100,10,80,1,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_F__V_B,100,10,100,1,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_F__V_C,100,10,30,1,30,235,0.8160467173101047,0.5985524230643922,-0.08299691749786808,2.3453194491588083
10,S_F__V_C,100,10,70,1,70,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_F__V_C,100,10,100,1,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_F__V_D,100,10,50,1,50,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_F__V_D,100,10,100,1,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
10,S_F__V_E,100,10,80,1,80,170,0.9045675565938441,0.7369442111068736,-0.1022091390048524,3.037476684769681
10,S_F__V_E,100,10,100,1,100,257,1.72766466411911,1.9689675344403366,0.09413774678991804,3.1140820485394256
